DAUID,xCoord,yCoord
48061502,-114.06061,51.1273874
48062171,-114.17054,50.9073168
48061145,-113.93693,51.0235569
48060127,-114.10899,51.0641785
48060793,-114.13912,50.9410083
48061178,-113.95675,51.0441644
48060752,-114.11444,51.0287956
48060434,-114.11024,51.0756206
48060415,-114.09024,51.0963394
48062393,-114.07312,51.1978299
48060905,-114.02214,51.0314076
48060520,-114.11385,50.9529508
48060735,-114.12115,50.9989588
48060938,-114.01925,51.1249133
48062307,-114.21406,51.1306882
48060785,-114.13256,50.9575433
48060611,-114.06712,51.0307984
48060958,-113.96108,51.0832274
48060952,-113.96767,51.0934816
48062374,-113.95846,51.1186940
48060885,-114.04657,51.0697684
48060505,-114.08839,50.9165096
48062327,-113.99049,50.8891212
48061180,-113.98380,51.0242828
48061268,-114.02183,50.9431638
48062226,-114.05250,51.1638766
48060321,-114.12393,51.0991984
48060277,-114.14909,51.1061459
48060401,-114.06524,51.1096588
48061013,-113.94244,51.0618780
48061812,-114.25006,51.1385915
48060315,-114.13008,51.0882678
48061201,-114.00909,50.9763455
48060818,-114.13773,50.9733704
48061990,-113.93805,51.1210047
48060863,-114.05267,51.0631556
48060808,-114.13490,50.9367769
48060629,-114.06875,51.0207251
48061654,-113.97852,50.9299164
48062296,-114.11444,51.1721244
48060166,-114.18402,51.0517195
48060625,-114.07605,51.0367971
48061329,-114.08298,50.9420059
48061571,-114.12694,51.0698822
48060211,-114.19680,51.1141250
48062157,-114.10821,50.9268030
48060787,-114.13818,50.9587998
48060716,-114.17897,51.0404844
48060759,-114.13248,51.0271100
48060214,-114.20923,51.1164814
48061573,-114.17597,51.0959343
48060193,-114.19398,51.0878656
48062072,-114.06837,50.8948701
48062008,-113.92965,51.0885984
48060165,-114.17342,51.0540328
48062178,-114.25880,51.0989635
48061995,-113.94580,51.1272856
48060320,-114.12275,51.0957302
48061156,-113.97807,51.0287062
48061285,-114.05111,50.9780543
48061607,-114.12364,51.1501878
48061582,-114.10960,50.9632746
48060416,-114.09129,51.1000182
48060091,-114.06523,51.0909349
48062417,-114.09955,50.8958168
48060085,-114.06583,51.1068329
48060622,-114.07352,51.0325153
48060975,-113.97009,51.0651637
48060967,-113.96065,51.0733227
48061280,-114.05069,50.9682031
48060387,-114.09001,51.1230446
48061565,-114.18884,51.1169885
48060944,-113.97980,51.0863674
48061044,-113.94575,51.0703597
48061577,-114.12634,51.0197683
48060867,-114.05784,51.0600631
48062281,-114.21085,51.1450038
48061665,-114.20709,51.1310751
48060374,-114.11068,51.1358052
48061220,-114.02004,50.9811951
48060269,-114.16769,51.1147555
48062174,-114.11300,50.8991534
48061275,-114.04422,50.9579627
48061036,-113.94868,51.0685438
48061119,-113.94158,51.0921148
48061492,-113.98034,51.0724899
48060318,-114.12473,51.0930079
48060568,-114.08882,51.0218051
48061477,-114.07634,50.9937537
48060920,-113.99536,51.0403358
48062326,-113.98114,50.8952740
48061650,-113.96979,51.1136059
48061324,-114.09056,50.9460253
48061797,-114.19702,51.1450422
48060143,-114.14274,51.0487094
48062070,-114.07275,50.9013489
48060651,-114.08338,51.0390171
48062216,-114.13613,51.1263991
48061314,-114.06697,50.9374794
48060519,-114.11476,50.9517027
48060300,-114.19258,51.1091111
48061297,-114.06561,50.9627621
48060654,-114.08265,51.0456307
48060062,-114.08436,51.1307878
48060742,-114.11357,51.0070122
48060184,-114.18244,51.0790779
48062267,-114.07158,50.8720141
48060458,-114.06912,51.0858520
48061811,-114.24375,51.1344021
48060957,-113.96487,51.0857625
48062211,-114.21748,51.1249388
48062128,-114.12723,51.0319930
48060305,-114.16688,51.1001170
48061070,-113.94207,51.1015468
48060150,-114.15048,51.0397149
48061578,-114.16221,51.0135913
48062141,-114.12098,50.9177077
48060626,-114.07851,51.0334327
48060532,-114.07717,50.9554869
48060155,-114.15831,51.0463972
48060727,-114.13815,51.0033861
48061633,-113.92603,51.0725410
48060244,-114.16714,51.1242647
48061805,-114.24365,51.1292843
48060286,-114.14931,51.0938031
48060594,-114.08074,51.0366044
48060983,-113.97997,51.0506110
48062069,-114.08181,50.9011243
48061602,-114.13923,51.1238440
48061506,-114.07791,51.1343315
48061786,-114.14627,51.1454773
48060896,-114.04642,51.0560288
48061274,-114.03893,50.9573977
48061359,-114.03561,50.9037785
48061059,-113.94974,51.0866198
48060791,-114.13243,50.9481950
48060526,-114.09947,50.9545019
48062191,-113.98017,50.9414583
48060856,-114.06034,51.0567698
48062312,-114.17045,51.1485552
48060175,-114.15521,51.0551168
48060701,-114.15377,51.0204480
48060605,-114.06722,51.0411128
48062375,-113.96512,51.1147587
48060890,-114.03254,51.0634345
48062336,-113.96867,50.9162706
48062189,-114.09093,50.9062985
48060153,-114.15853,51.0431237
48061115,-113.93701,51.0893017
48060312,-114.14517,51.0885568
48061300,-114.06838,50.9563792
48062370,-113.96857,51.1226078
48062373,-113.96111,51.1208162
48060634,-114.05108,51.0421654
48061269,-114.02233,50.9422386
48062364,-114.19492,51.0200000
48062340,-113.96095,50.9058886
48060933,-114.01686,51.0610114
48061273,-114.03622,50.9555733
48062169,-114.21445,51.0689976
48062318,-113.96469,50.9255006
48061235,-113.98643,50.9430109
48062270,-114.05504,51.1741082
48060426,-114.11264,51.0897097
48060846,-114.10900,51.0517652
48062144,-114.10430,50.9195393
48060764,-114.12388,51.0047437
48060546,-114.08642,50.9857051
48060385,-114.09109,51.1270222
48060139,-114.14644,51.0596406
48060130,-114.12349,51.0636611
48061869,-114.22275,51.0524289
48061474,-114.06811,50.9872229
48061315,-114.07367,50.9347838
48060589,-114.09028,51.0362015
48061639,-114.16618,51.1298748
48061171,-113.98924,51.0435639
48062349,-113.91991,50.9184459
48061636,-114.05916,50.9174027
48061262,-114.04350,50.9375417
48061247,-114.02008,50.9220560
48062176,-114.22482,51.1132472
48061124,-113.94403,51.0829909
48060650,-114.08552,51.0401558
48060646,-114.06910,51.0457242
48060671,-114.10783,51.0364476
48061175,-113.95651,51.0399186
48062198,-114.02782,50.8830063
48060072,-114.06256,51.1234712
48061067,-113.94600,51.0975973
48061290,-114.06433,50.9768353
48061522,-114.05074,51.0706230
48061143,-113.93333,51.0540120
48062245,-114.25075,51.1102122
48060639,-114.05978,51.0455680
48060834,-114.09844,50.9656990
48061086,-113.95588,51.0997590
48061306,-114.05173,50.9504008
48060528,-114.09137,50.9555901
48061092,-113.96742,51.1046245
48060229,-114.19579,51.1211981
48060274,-114.15752,51.1081965
48060597,-114.07796,51.0408984
48060971,-113.97038,51.0683017
48061330,-114.08323,50.9377969
48062402,-113.88672,50.9187822
48060290,-114.16120,51.0914404
48061945,-113.99981,50.9052195
48062250,-114.21872,51.0174589
48061081,-113.95132,51.1091754
48060299,-114.18921,51.1121252
48060855,-114.05713,51.0524832
48060284,-114.15485,51.0957276
48061959,-113.97102,50.9229477
48061989,-113.94314,51.1208560
48061024,-113.96090,51.0583461
48060522,-114.10938,50.9574988
48061240,-114.00177,50.9309179
48060606,-114.06568,51.0425695
48060630,-114.03673,51.0191176
48060295,-114.18801,51.1017147
48060238,-114.18063,51.1143658
48060732,-114.12935,50.9970714
48061619,-113.97890,50.9195736
48060492,-114.08622,50.9114750
48060887,-114.03870,51.0626453
48062317,-113.96513,50.9295317
48061478,-114.08096,50.9927939
48061466,-114.06443,50.9447916
48060429,-114.12080,51.0834248
48060748,-114.09989,51.0181959
48061319,-114.07299,50.9406523
48060698,-114.15874,51.0142407
48062338,-113.96267,50.9092708
48061049,-113.93361,51.0744217
48061628,-114.12530,51.1474746
48061062,-113.95519,51.0889309
48060911,-113.97936,51.0323920
48060902,-114.02966,51.0411982
48062225,-114.05122,51.1695152
48061212,-113.99938,50.9858254
48061155,-113.97507,51.0256366
48061496,-113.98052,51.0795677
48061228,-114.01799,50.9700649
48060804,-114.12323,50.9391667
48061184,-113.98842,51.0190331
48060392,-114.08287,51.1199723
48060144,-114.14932,51.0465642
48061356,-114.05163,50.9050683
48061473,-114.07497,50.9829417
48061397,-113.98244,50.9114706
48060402,-114.06852,51.1139047
48061344,-114.01994,50.9139748
48061642,-114.11310,50.9433960
48060128,-114.11303,51.0611463
48060613,-114.07054,51.0305457
48060664,-114.10069,51.0429276
48060399,-114.07832,51.1049866
48061121,-113.94741,51.0938391
48061302,-114.05265,50.9608480
48061809,-114.24345,51.1181474
48062153,-114.08575,51.0458875
48061518,-114.04399,51.1578139
48062077,-114.10457,50.8972224
48060355,-114.19482,51.1327375
48060086,-114.06868,51.1036991
48060778,-114.12830,50.9598509
48060609,-114.05748,51.0352597
48061377,-114.08174,50.9077380
48061191,-113.97417,51.0125051
48060101,-114.08165,51.0789985
48060441,-114.08732,51.0690992
48062190,-114.09625,50.9063236
48060679,-114.13757,51.0335109
48060582,-114.09317,51.0408426
48060909,-113.98628,51.0292611
48061256,-114.02812,50.9382361
48060574,-114.10025,51.0318747
48061091,-113.96544,51.1041781
48062160,-113.95008,51.1309574
48060068,-114.07231,51.1201463
48061672,-114.04883,51.1494871
48062197,-114.03094,50.8890471
48060179,-114.15999,51.0774313
48060695,-114.14727,51.0103767
48061792,-114.17678,51.1395597
48062028,-113.93286,51.0466466
48061206,-114.00622,50.9816649
48060423,-114.10404,51.0878194
48062120,-114.05992,51.1060598
48062003,-113.93016,51.1072193
48060107,-114.07043,51.0656324
48060848,-114.11416,51.0563018
48062181,-114.24719,51.0866532
48061123,-113.93744,51.0832045
48060806,-114.12769,50.9351833
48060116,-114.08821,51.0539800
48062316,-113.97023,50.9253910
48061222,-114.02142,50.9776028
48061487,-113.95605,51.0835189
48060894,-114.04119,51.0541508
48060058,-114.09496,51.1360530
48061016,-113.95078,51.0644343
48060995,-113.94824,51.0506220
48061627,-114.05707,51.1511218
48060649,-114.08292,51.0415416
48061153,-113.97968,51.0238073
48062268,-114.08716,50.8943400
48061876,-114.19140,51.0652608
48061781,-114.12263,51.1651024
48060118,-114.09052,51.0504828
48062195,-114.04245,50.8792805
48061031,-113.96721,51.0512758
48062356,-114.13756,51.1470822
48060551,-114.08777,50.9977374
48060358,-114.18246,51.1270848
48060563,-114.07608,51.0148604
48060322,-114.12979,51.0961156
48061278,-114.04310,50.9688048
48060133,-114.12325,51.0582981
48060577,-114.09584,51.0347186
48061035,-113.95091,51.0649016
48060079,-114.05407,51.1133409
48060937,-114.01904,51.0721271
48060386,-114.08878,51.1261323
48060660,-114.07996,51.0494673
48060821,-114.16824,51.0431552
48061645,-114.12843,51.0434601
48060888,-114.03514,51.0607364
48062133,-114.12698,51.0282387
48060992,-113.95301,51.0514751
48060690,-114.14278,51.0202066
48061360,-114.03809,50.9066805
48061172,-113.98621,51.0497325
48060844,-114.10448,51.0457081
48060510,-114.11211,50.9379800
48060370,-114.11738,51.1454089
48060691,-114.13882,51.0186300
48061141,-113.92549,51.0583645
48061865,-114.20026,51.0282219
48060703,-114.15088,51.0154539
48060203,-114.22061,51.0932433
48061882,-114.18381,51.0345561
48062258,-113.93024,51.0933589
48062215,-114.14373,51.1182924
48062301,-114.09021,51.1574606
48062151,-114.08610,51.0485922
48061094,-113.96179,51.1087128
48060106,-114.07217,51.0684273
48061674,-113.96277,51.1050177
48060149,-114.14737,51.0367355
48061165,-113.96515,51.0427230
48060972,-113.97208,51.0686286
48061333,-114.05446,50.9328836
48061774,-114.07122,51.1572447
48060600,-114.07310,51.0398316
48061557,-114.15388,51.1244807
48061358,-114.03883,50.9042034
48062353,-113.96220,50.9201013
48062011,-113.93366,51.0827821
48061999,-113.96916,51.1430101
48060684,-114.15106,51.0288556
48061887,-114.17629,51.0341562
48060895,-114.04123,51.0573882
48060919,-113.99066,51.0399067
48062343,-113.94649,50.9230885
48061216,-114.02314,50.9943996
48061981,-113.92125,51.1127949
48060421,-114.10015,51.0811277
48060633,-114.04027,51.0399813
48061564,-114.18490,51.1226151
48060924,-114.01217,51.0506934
48060599,-114.07576,51.0394421
48061875,-114.19234,51.0629776
48061209,-114.00817,50.9862157
48060987,-113.96802,51.0460892
48060655,-114.08262,51.0465857
48060734,-114.12260,50.9962126
48060554,-114.07524,50.9979914
48061649,-114.09557,50.9163330
48061051,-113.94222,51.0771407
48060553,-114.08000,50.9983389
48060901,-114.02394,51.0425370
48060731,-114.13382,50.9960313
48062234,-114.15482,51.1508824
48060113,-114.08080,51.0575184
48060188,-114.18209,51.0873315
48061014,-113.94800,51.0614890
48060180,-114.16471,51.0767307
48061615,-113.99494,50.9399785
48060542,-114.08652,50.9776310
48060531,-114.08060,50.9553281
48060325,-114.14136,51.0982516
48061322,-114.08040,50.9465387
48060394,-114.08072,51.1151166
48060637,-114.04821,51.0462238
48062261,-114.18352,51.0111199
48060405,-114.06500,51.1168474
48061150,-113.97294,51.0220907
48060136,-114.13786,51.0593786
48060853,-114.13596,51.0473863
48062348,-113.93215,50.9191640
48060740,-114.11348,51.0021695
48061641,-114.19088,51.1280181
48060408,-114.08518,51.1032935
48062331,-113.97537,50.8717401
48060099,-114.06946,51.0811060
48062265,-113.92571,51.0451594
48061991,-113.93681,51.1235643
48060059,-114.09016,51.1391935
48061226,-114.02661,50.9724319
48062233,-114.15126,51.1414635
48060751,-114.11415,51.0252326
48060573,-114.09704,51.0293713
48060384,-114.09285,51.1294656
48062201,-114.12605,51.1389483
48062180,-114.26391,51.0845969
48060744,-114.11336,51.0139784
48061497,-113.98029,51.0829292
48060281,-114.15445,51.1029449
48062125,-114.05973,51.0986201
48061250,-114.01284,50.9294537
48060518,-114.11245,50.9472292
48061669,-114.08247,51.0489889
48061772,-114.08150,51.1572357
48061137,-113.94007,51.0650793
48060096,-114.06429,51.0830802
48061347,-114.03195,50.8986765
48062166,-114.21257,51.0771797
48061166,-113.97295,51.0429015
48062328,-113.98269,50.8892674
48060270,-114.16706,51.1111413
48062283,-114.04487,51.1677216
48060976,-113.97191,51.0646564
48060595,-114.07983,51.0388280
48060190,-114.19076,51.0853284
48060412,-114.08058,51.0915768
48061601,-114.14922,51.1299373
48061217,-114.01747,50.9891597
48061664,-114.20471,51.1273626
48060640,-114.05976,51.0497161
48060873,-114.05976,51.0751701
48061308,-114.05743,50.9446054
48061872,-114.21305,51.0584932
48061181,-113.98801,51.0278528
48062347,-113.93378,50.9149371
48060557,-114.07856,51.0051835
48061583,-114.12876,50.9517315
48060268,-114.16007,51.1139576
48061225,-114.01757,50.9750095
48061368,-114.04400,50.9118803
48061286,-114.05487,50.9845377
48061353,-114.05102,50.8983076
48060439,-114.09986,51.0683459
48061040,-113.95225,51.0754184
48061489,-113.96112,51.0780528
48061480,-114.06522,50.9846815
48060275,-114.15406,51.1118100
48061803,-114.23561,51.1305054
48061234,-113.99415,50.9436391
48060493,-114.08114,50.9110221
48061163,-113.96627,51.0356558
48060891,-114.02791,51.0557026
48060422,-114.09729,51.0850094
48062241,-114.25125,51.1339220
48062005,-113.93282,51.1030911
48061813,-114.24692,51.1428918
48060813,-114.13159,50.9718781
48060437,-114.09748,51.0727161
48060378,-114.10305,51.1341877
48060177,-114.15860,51.0714169
48062286,-114.03965,51.1776900
48061798,-114.17628,51.1686889
48061047,-113.93773,51.0694081
48060560,-114.07392,51.0107489
48060115,-114.08315,51.0539298
48060105,-114.08024,51.0656460
48060954,-113.96557,51.0903540
48060943,-113.98023,51.0895217
48061385,-114.04884,50.8741637
48061312,-114.05998,50.9419023
48060142,-114.14893,51.0501837
48060303,-114.19476,51.1047407
48060673,-114.11494,51.0341154
48061022,-113.94458,51.0540253
48060771,-114.10992,50.9664887
48061508,-114.07731,51.1311121
48061804,-114.23921,51.1303376
48060375,-114.11223,51.1334638
48061327,-114.09078,50.9457307
48060628,-114.05669,51.0259674
48060341,-114.15673,51.1345108
48061106,-113.95022,51.1157991
48061764,-114.09989,51.1581825
48062363,-114.20721,51.0161149
48061063,-113.95602,51.0887267
48060501,-114.08285,50.9284228
48062416,-114.10163,50.9000347
48061793,-114.18460,51.1440031
48061886,-114.17389,51.0336154
48061351,-114.04088,50.8945164
48061056,-113.95037,51.0824349
48060621,-114.07440,51.0198522
48062203,-114.12597,51.1339629
48061956,-113.96419,50.9212256
48060683,-114.14491,51.0302840
48062227,-114.04813,51.1634601
48060076,-114.05062,51.1200254
48061248,-114.01189,50.9237292
48060121,-114.10213,51.0555388
48060904,-114.01166,51.0284542
48060267,-114.16442,51.1170158
48061098,-113.95398,51.1114995
48061391,-113.98468,50.9053290
48061380,-114.08667,50.9038916
48061133,-113.92847,51.0629201
48062293,-113.93787,51.1124508
48062221,-114.06619,51.1685985
48060982,-113.97924,51.0561189
48062372,-113.96746,51.1183365
48060171,-114.17599,51.0635023
48060968,-113.96764,51.0720319
48061010,-113.93967,51.0556647
48060254,-114.15180,51.1295605
48061493,-113.97835,51.0738914
48061042,-113.94389,51.0750736
48061614,-114.02689,50.9799283
48061033,-113.96213,51.0632070
48061001,-113.93736,51.0392780
48061058,-113.95138,51.0854325
48061116,-113.93812,51.0886060
48060151,-114.15408,51.0401515
48061242,-114.00150,50.9190317
48062140,-114.10838,50.9023299
48060816,-114.12133,50.9713960
48061193,-113.96535,51.0173537
48061670,-114.08255,51.0475412
48061379,-114.08018,50.9033653
48061604,-114.18147,51.1382642
48060931,-114.01073,51.0622464
48062224,-114.05748,51.1683379
48061305,-114.05105,50.9504411
48060065,-114.07996,51.1263049
48060373,-114.11267,51.1383736
48060910,-113.98399,51.0335885
48060862,-114.05112,51.0610486
48060398,-114.08036,51.1076944
48060860,-114.05091,51.0552317
48061516,-114.05149,51.1530932
48061951,-113.97257,50.9148719
48060126,-114.10272,51.0601763
48060097,-114.06191,51.0789284
48061364,-114.04951,50.9164882
48060117,-114.09280,51.0546124
48060506,-114.08755,50.9155089
48062337,-113.96555,50.9129604
48060615,-114.07376,51.0255607
48060108,-114.07392,51.0638024
48062310,-114.18264,51.1490507
48060996,-113.95159,51.0469167
48062277,-114.22058,51.1488515
48061365,-114.05263,50.9169618
48060872,-114.05832,51.0720007
48062315,-113.97178,50.9282693
48060132,-114.13017,51.0634831
48060243,-114.17487,51.1249350
48060699,-114.15605,51.0176695
48062289,-113.94980,51.1627645
48061769,-114.10141,51.1447194
48060430,-114.11957,51.0786658
48060619,-114.09250,51.0272491
48062368,-114.19012,51.0166604
48062067,-114.08876,50.8971218
48062244,-114.25053,51.1263183
48060947,-113.97116,51.0880040
48061374,-114.07228,50.9074871
48060138,-114.14491,51.0632969
48062196,-114.03567,50.8830389
48061207,-114.00960,50.9820400
48061266,-114.03279,50.9447260
48060745,-114.10640,51.0138606
48062298,-114.10100,51.1681681
48062074,-114.09759,50.8973467
48061017,-113.95170,51.0614183
48062078,-114.10769,50.8994949
48061026,-113.96768,51.0580568
48062134,-114.07995,50.9778949
48060071,-114.06610,51.1239201
48060932,-114.01587,51.0639520
48062243,-114.25014,51.1282008
48061460,-114.02505,50.9290130
48060261,-114.13975,51.1193852
48061233,-113.99273,50.9519858
48061341,-114.02625,50.9169250
48060799,-114.12656,50.9446832
48060137,-114.13926,51.0629132
48062184,-114.14513,51.1373074
48060163,-114.17880,51.0495210
48060966,-113.96477,51.0744685
48061986,-113.94375,51.1124935
48060406,-114.07518,51.1160315
48061782,-114.13309,51.1612652
48061622,-114.05276,51.1398461
48061355,-114.05421,50.9024705
48060889,-114.03719,51.0591706
48060882,-114.05470,51.0937252
48061958,-113.96550,50.9241003
48060923,-114.00049,51.0394195
48060677,-114.13161,51.0330302
48062030,-113.93302,51.0402274
48061777,-114.06695,51.1479178
48061265,-114.03071,50.9442536
48060610,-114.06711,51.0326152
48060566,-114.08694,51.0150336
48062294,-113.93295,51.1124672
48061806,-114.24337,51.1268327
48060908,-113.98943,51.0342031
48060110,-114.07379,51.0565061
48060786,-114.13672,50.9595751
48062149,-114.11394,50.9087106
48061599,-114.18545,51.0620030
48062207,-114.12016,51.1334902
48061313,-114.06067,50.9384583
48061210,-114.01318,50.9880346
48060969,-113.96706,51.0689184
48062210,-114.22790,51.1277726
48060442,-114.08991,51.0719507
48061279,-114.04567,50.9692364
48060156,-114.16142,51.0477363
48060185,-114.17944,51.0812784
48061134,-113.93194,51.0642306
48060986,-113.97136,51.0481895
48061100,-113.94915,51.1117948
48060852,-114.12790,51.0500510
48060789,-114.13761,50.9534840
48061579,-114.16068,51.0290397
48060753,-114.10854,51.0291519
48061870,-114.20625,51.0540675
48061246,-114.01449,50.9180112
48060215,-114.21652,51.1145386
48061461,-114.02132,50.9302506
48061142,-113.92863,51.0543235
48060652,-114.08588,51.0429110
48062239,-114.17518,51.1469858
48060535,-114.08070,50.9585311
48060104,-114.08088,51.0684159
48062123,-114.05594,51.1009795
48062305,-114.22056,51.1338595
48060587,-114.08717,51.0385293
48060672,-114.11125,51.0325287
48062179,-114.26430,51.0935898
48060196,-114.20080,51.0927976
48061122,-113.93902,51.0846624
48060665,-114.09828,51.0406496
48061034,-113.96730,51.0642279
48061027,-113.97301,51.0576170
48061188,-113.99519,51.0209383
48062071,-114.07073,50.8991764
48061484,-114.01866,51.0037883
48060820,-114.18232,51.0439956
48060235,-114.19088,51.1176139
48061632,-113.92697,51.0789724
48061339,-114.02870,50.9242668
48060289,-114.15624,51.0907445
48061077,-113.93857,51.1088562
48061663,-114.20599,51.1405263
48060696,-114.15604,51.0106757
48061949,-113.97119,50.9069447
48060879,-114.04931,51.0786815
48062371,-113.96328,51.1236682
48060446,-114.11390,51.0698315
48061808,-114.24582,51.1215702
48060797,-114.12968,50.9427352
48061012,-113.94447,51.0577494
48061635,-114.01237,50.9720626
48060497,-114.07910,50.9184363
48062346,-113.93946,50.9096009
48061638,-114.17348,51.0498101
48060604,-114.06632,51.0398313
48062132,-114.12186,51.0272786
48062280,-114.21586,51.1467983
48060456,-114.07765,51.0839340
48060831,-114.20219,51.0879203
48062127,-114.12841,51.0352071
48061173,-113.98503,51.0490375
48061253,-114.01995,50.9345004
48060950,-113.97890,51.0939441
48061281,-114.05094,50.9734159
48062161,-113.94387,51.1308422
48060847,-114.11294,51.0538424
48060953,-113.96278,51.0933816
48061337,-114.03810,50.9249374
48061029,-113.97180,51.0543794
48060575,-114.09636,51.0318193
48061303,-114.05547,50.9622353
48060608,-114.06739,51.0376428
48060993,-113.95192,51.0522653
48062269,-114.06642,51.1737288
48062247,-114.23972,51.1133732
48060291,-114.16694,51.0910371
48060540,-114.08723,50.9720496
48061179,-113.95538,51.0468850
48062188,-114.09127,50.9116731
48062177,-114.22054,51.1083734
48060936,-114.01503,51.0728019
48061763,-114.10774,51.1599293
48061276,-114.04131,50.9608838
48061139,-113.92879,51.0596281
48062262,-114.17082,51.0127363
48060452,-114.13740,51.0704534
48060516,-114.11379,50.9417989
48060739,-114.10174,51.0043581
48061289,-114.06393,50.9786271
48061072,-113.94389,51.0976790
48060917,-113.98517,51.0398301
48060438,-114.10230,51.0697647
48060648,-114.08049,51.0410404
48061858,-114.19783,51.0171876
48060562,-114.06056,51.0026660
48060807,-114.12893,50.9310028
48061048,-113.93819,51.0734227
48061185,-113.98501,51.0190523
48061574,-114.18997,51.1121467
48062004,-113.92792,51.1009886
48061864,-114.19308,51.0271824
